Date,Year,Month,Unit,Production,Animal,Commercial or Federally Inspected,Type of Meat
1997-07-01,1997,7,Million Pounds,483.3,Others,Federally Inspected,Poultry
1997-06-01,1997,6,Million Pounds,468.5,Others,Federally Inspected,Poultry
1997-05-01,1997,5,Million Pounds,452.2,Others,Federally Inspected,Poultry
1997-04-01,1997,4,Million Pounds,401.9,Others,Federally Inspected,Poultry
1997-03-01,1997,3,Million Pounds,391.7,Others,Federally Inspected,Poultry
1997-02-01,1997,2,Million Pounds,442.1,Others,Federally Inspected,Poultry
1997-01-01,1997,1,Million Pounds,410.9,Others,Federally Inspected,Poultry
1996-12-01,1996,12,Million Pounds,468.4,Others,Federally Inspected,Poultry
1996-11-01,1996,11,Million Pounds,523.4,Others,Federally Inspected,Poultry
1996-10-01,1996,10,Million Pounds,444.4,Others,Federally Inspected,Poultry
1996-09-01,1996,9,Million Pounds,481.6,Others,Federally Inspected,Poultry
1996-08-01,1996,8,Million Pounds,489.0,Others,Federally Inspected,Poultry
1996-07-01,1996,7,Million Pounds,456.1,Others,Federally Inspected,Poultry
1996-06-01,1996,6,Million Pounds,485.2,Others,Federally Inspected,Poultry
1996-05-01,1996,5,Million Pounds,436.6,Others,Federally Inspected,Poultry
1996-04-01,1996,4,Million Pounds,424.7,Others,Federally Inspected,Poultry
1996-03-01,1996,3,Million Pounds,429.4,Others,Federally Inspected,Poultry
1996-02-01,1996,2,Million Pounds,415.8,Others,Federally Inspected,Poultry
1996-01-01,1996,1,Million Pounds,396.8,Others,Federally Inspected,Poultry
1995-12-01,1995,12,Million Pounds,466.7,Others,Federally Inspected,Poultry
1995-11-01,1995,11,Million Pounds,483.0,Others,Federally Inspected,Poultry
1995-10-01,1995,10,Million Pounds,424.0,Others,Federally Inspected,Poultry
1995-09-01,1995,9,Million Pounds,451.7,Others,Federally Inspected,Poultry
1995-08-01,1995,8,Million Pounds,413.1,Others,Federally Inspected,Poultry
1995-07-01,1995,7,Million Pounds,482.1,Others,Federally Inspected,Poultry
1995-06-01,1995,6,Million Pounds,443.4,Others,Federally Inspected,Poultry
1995-05-01,1995,5,Million Pounds,371.9,Others,Federally Inspected,Poultry
1995-04-01,1995,4,Million Pounds,435.8,Others,Federally Inspected,Poultry
1995-03-01,1995,3,Million Pounds,371.2,Others,Federally Inspected,Poultry
1995-02-01,1995,2,Million Pounds,389.1,Others,Federally Inspected,Poultry
1995-01-01,1995,1,Million Pounds,397.5,Others,Federally Inspected,Poultry
1994-12-01,1994,12,Million Pounds,453.9,Others,Federally Inspected,Poultry
1994-11-01,1994,11,Million Pounds,459.1,Others,Federally Inspected,Poultry
1994-10-01,1994,10,Million Pounds,447.7,Others,Federally Inspected,Poultry
1994-09-01,1994,9,Million Pounds,483.6,Others,Federally Inspected,Poultry
1994-08-01,1994,8,Million Pounds,405.6,Others,Federally Inspected,Poultry
1994-07-01,1994,7,Million Pounds,457.9,Others,Federally Inspected,Poultry
1994-06-01,1994,6,Million Pounds,415.6,Others,Federally Inspected,Poultry
1994-05-01,1994,5,Million Pounds,380.6,Others,Federally Inspected,Poultry
1994-04-01,1994,4,Million Pounds,400.9,Others,Federally Inspected,Poultry
1994-03-01,1994,3,Million Pounds,342.0,Others,Federally Inspected,Poultry
1994-02-01,1994,2,Million Pounds,347.8,Others,Federally Inspected,Poultry
1994-01-01,1994,1,Million Pounds,375.3,Others,Federally Inspected,Poultry
1993-12-01,1993,12,Million Pounds,461.8,Others,Federally Inspected,Poultry
1993-11-01,1993,11,Million Pounds,451.4,Others,Federally Inspected,Poultry
1993-10-01,1993,10,Million Pounds,436.0,Others,Federally Inspected,Poultry
1993-09-01,1993,9,Million Pounds,426.9,Others,Federally Inspected,Poultry
1993-08-01,1993,8,Million Pounds,419.3,Others,Federally Inspected,Poultry
1993-07-01,1993,7,Million Pounds,446.7,Others,Federally Inspected,Poultry
1993-06-01,1993,6,Million Pounds,378.7,Others,Federally Inspected,Poultry
1993-05-01,1993,5,Million Pounds,391.9,Others,Federally Inspected,Poultry
1993-04-01,1993,4,Million Pounds,382.9,Others,Federally Inspected,Poultry
1993-03-01,1993,3,Million Pounds,322.7,Others,Federally Inspected,Poultry
1993-02-01,1993,2,Million Pounds,354.1,Others,Federally Inspected,Poultry
1993-01-01,1993,1,Million Pounds,393.1,Others,Federally Inspected,Poultry
1992-12-01,1992,12,Million Pounds,423.0,Others,Federally Inspected,Poultry
1992-11-01,1992,11,Million Pounds,467.6,Others,Federally Inspected,Poultry
1992-10-01,1992,10,Million Pounds,431.3,Others,Federally Inspected,Poultry
1992-09-01,1992,9,Million Pounds,411.9,Others,Federally Inspected,Poultry
1992-08-01,1992,8,Million Pounds,451.8,Others,Federally Inspected,Poultry
1992-07-01,1992,7,Million Pounds,435.0,Others,Federally Inspected,Poultry
1992-06-01,1992,6,Million Pounds,374.2,Others,Federally Inspected,Poultry
1992-05-01,1992,5,Million Pounds,385.2,Others,Federally Inspected,Poultry
1992-04-01,1992,4,Million Pounds,361.3,Others,Federally Inspected,Poultry
1992-03-01,1992,3,Million Pounds,331.7,Others,Federally Inspected,Poultry
1992-02-01,1992,2,Million Pounds,362.9,Others,Federally Inspected,Poultry
1992-01-01,1992,1,Million Pounds,349.9,Others,Federally Inspected,Poultry
1991-12-01,1991,12,Million Pounds,419.2,Others,Federally Inspected,Poultry
1991-11-01,1991,11,Million Pounds,482.0,Others,Federally Inspected,Poultry
1991-10-01,1991,10,Million Pounds,404.8,Others,Federally Inspected,Poultry
1991-09-01,1991,9,Million Pounds,421.8,Others,Federally Inspected,Poultry
1991-08-01,1991,8,Million Pounds,402.2,Others,Federally Inspected,Poultry
1991-07-01,1991,7,Million Pounds,380.7,Others,Federally Inspected,Poultry
1991-06-01,1991,6,Million Pounds,398.2,Others,Federally Inspected,Poultry
1991-05-01,1991,5,Million Pounds,375.8,Others,Federally Inspected,Poultry
1991-04-01,1991,4,Million Pounds,329.7,Others,Federally Inspected,Poultry
1991-03-01,1991,3,Million Pounds,322.0,Others,Federally Inspected,Poultry
1991-02-01,1991,2,Million Pounds,365.6,Others,Federally Inspected,Poultry
1991-01-01,1991,1,Million Pounds,328.6,Others,Federally Inspected,Poultry
1990-12-01,1990,12,Million Pounds,446.2,Others,Federally Inspected,Poultry
1990-11-01,1990,11,Million Pounds,478.4,Others,Federally Inspected,Poultry
1990-10-01,1990,10,Million Pounds,382.9,Others,Federally Inspected,Poultry
1990-09-01,1990,9,Million Pounds,444.0,Others,Federally Inspected,Poultry
1990-08-01,1990,8,Million Pounds,395.7,Others,Federally Inspected,Poultry
1990-07-01,1990,7,Million Pounds,389.2,Others,Federally Inspected,Poultry
1990-06-01,1990,6,Million Pounds,384.1,Others,Federally Inspected,Poultry
1990-05-01,1990,5,Million Pounds,328.4,Others,Federally Inspected,Poultry
1990-04-01,1990,4,Million Pounds,351.1,Others,Federally Inspected,Poultry
1990-03-01,1990,3,Million Pounds,298.3,Others,Federally Inspected,Poultry
1990-02-01,1990,2,Million Pounds,334.0,Others,Federally Inspected,Poultry
1990-01-01,1990,1,Million Pounds,334.9,Others,Federally Inspected,Poultry
1989-12-01,1989,12,Million Pounds,423.1,Others,Federally Inspected,Poultry
1989-11-01,1989,11,Million Pounds,422.6,Others,Federally Inspected,Poultry
1989-10-01,1989,10,Million Pounds,385.7,Others,Federally Inspected,Poultry
1989-09-01,1989,9,Million Pounds,430.3,Others,Federally Inspected,Poultry
1989-08-01,1989,8,Million Pounds,360.4,Others,Federally Inspected,Poultry
1989-07-01,1989,7,Million Pounds,388.6,Others,Federally Inspected,Poultry
1989-06-01,1989,6,Million Pounds,356.9,Others,Federally Inspected,Poultry
1989-05-01,1989,5,Million Pounds,268.8,Others,Federally Inspected,Poultry
1989-04-01,1989,4,Million Pounds,301.3,Others,Federally Inspected,Poultry
1989-03-01,1989,3,Million Pounds,248.1,Others,Federally Inspected,Poultry
1989-02-01,1989,2,Million Pounds,254.1,Others,Federally Inspected,Poultry
1989-01-01,1989,1,Million Pounds,272.8,Others,Federally Inspected,Poultry
1988-12-01,1988,12,Million Pounds,371.7,Others,Federally Inspected,Poultry
1988-11-01,1988,11,Million Pounds,395.7,Others,Federally Inspected,Poultry
1988-10-01,1988,10,Million Pounds,365.8,Others,Federally Inspected,Poultry
1988-09-01,1988,9,Million Pounds,377.3,Others,Federally Inspected,Poultry
1988-08-01,1988,8,Million Pounds,322.4,Others,Federally Inspected,Poultry
1988-07-01,1988,7,Million Pounds,373.2,Others,Federally Inspected,Poultry
1988-06-01,1988,6,Million Pounds,331.3,Others,Federally Inspected,Poultry
1988-05-01,1988,5,Million Pounds,276.6,Others,Federally Inspected,Poultry
1988-04-01,1988,4,Million Pounds,314.0,Others,Federally Inspected,Poultry
1988-03-01,1988,3,Million Pounds,266.9,Others,Federally Inspected,Poultry
1988-02-01,1988,2,Million Pounds,255.7,Others,Federally Inspected,Poultry
1988-01-01,1988,1,Million Pounds,297.0,Others,Federally Inspected,Poultry
1987-12-01,1987,12,Million Pounds,373.5,Others,Federally Inspected,Poultry
1987-11-01,1987,11,Million Pounds,411.4,Others,Federally Inspected,Poultry
1987-10-01,1987,10,Million Pounds,383.9,Others,Federally Inspected,Poultry
1987-09-01,1987,9,Million Pounds,357.4,Others,Federally Inspected,Poultry
1987-08-01,1987,8,Million Pounds,358.8,Others,Federally Inspected,Poultry
1987-07-01,1987,7,Million Pounds,335.8,Others,Federally Inspected,Poultry
1987-06-01,1987,6,Million Pounds,274.1,Others,Federally Inspected,Poultry
1987-05-01,1987,5,Million Pounds,255.0,Others,Federally Inspected,Poultry
1987-04-01,1987,4,Million Pounds,241.9,Others,Federally Inspected,Poultry
1987-03-01,1987,3,Million Pounds,212.8,Others,Federally Inspected,Poultry
1987-02-01,1987,2,Million Pounds,215.4,Others,Federally Inspected,Poultry
1987-01-01,1987,1,Million Pounds,248.2,Others,Federally Inspected,Poultry
1986-12-01,1986,12,Million Pounds,307.1,Others,Federally Inspected,Poultry
1986-11-01,1986,11,Million Pounds,365.8,Others,Federally Inspected,Poultry
1986-10-01,1986,10,Million Pounds,331.4,Others,Federally Inspected,Poultry
1986-09-01,1986,9,Million Pounds,299.4,Others,Federally Inspected,Poultry
1986-08-01,1986,8,Million Pounds,307.6,Others,Federally Inspected,Poultry
1986-07-01,1986,7,Million Pounds,275.8,Others,Federally Inspected,Poultry
1986-06-01,1986,6,Million Pounds,236.4,Others,Federally Inspected,Poultry
1986-05-01,1986,5,Million Pounds,205.2,Others,Federally Inspected,Poultry
1986-04-01,1986,4,Million Pounds,193.6,Others,Federally Inspected,Poultry
1986-03-01,1986,3,Million Pounds,175.0,Others,Federally Inspected,Poultry
1986-02-01,1986,2,Million Pounds,187.5,Others,Federally Inspected,Poultry
1986-01-01,1986,1,Million Pounds,210.7,Others,Federally Inspected,Poultry
1985-12-01,1985,12,Million Pounds,282.5,Others,Federally Inspected,Poultry
1985-11-01,1985,11,Million Pounds,341.5,Others,Federally Inspected,Poultry
1985-10-01,1985,10,Million Pounds,288.3,Others,Federally Inspected,Poultry
1985-09-01,1985,9,Million Pounds,295.2,Others,Federally Inspected,Poultry
1985-08-01,1985,8,Million Pounds,271.1,Others,Federally Inspected,Poultry
1985-07-01,1985,7,Million Pounds,238.5,Others,Federally Inspected,Poultry
1985-06-01,1985,6,Million Pounds,212.5,Others,Federally Inspected,Poultry
1985-05-01,1985,5,Million Pounds,177.3,Others,Federally Inspected,Poultry
1985-04-01,1985,4,Million Pounds,176.4,Others,Federally Inspected,Poultry
1985-03-01,1985,3,Million Pounds,148.0,Others,Federally Inspected,Poultry
1985-02-01,1985,2,Million Pounds,157.7,Others,Federally Inspected,Poultry
1985-01-01,1985,1,Million Pounds,182.8,Others,Federally Inspected,Poultry
1984-12-01,1984,12,Million Pounds,271.7,Others,Federally Inspected,Poultry
1984-11-01,1984,11,Million Pounds,320.8,Others,Federally Inspected,Poultry
1984-10-01,1984,10,Million Pounds,255.4,Others,Federally Inspected,Poultry
1984-09-01,1984,9,Million Pounds,279.6,Others,Federally Inspected,Poultry
1984-08-01,1984,8,Million Pounds,242.3,Others,Federally Inspected,Poultry
1984-07-01,1984,7,Million Pounds,223.6,Others,Federally Inspected,Poultry
1984-06-01,1984,6,Million Pounds,202.6,Others,Federally Inspected,Poultry
1984-05-01,1984,5,Million Pounds,163.1,Others,Federally Inspected,Poultry
1984-04-01,1984,4,Million Pounds,155.1,Others,Federally Inspected,Poultry
1984-03-01,1984,3,Million Pounds,139.0,Others,Federally Inspected,Poultry
1984-02-01,1984,2,Million Pounds,138.1,Others,Federally Inspected,Poultry
1984-01-01,1984,1,Million Pounds,189.0,Others,Federally Inspected,Poultry
1983-12-01,1983,12,Million Pounds,288.7,Others,Federally Inspected,Poultry
1983-11-01,1983,11,Million Pounds,281.3,Others,Federally Inspected,Poultry
1983-10-01,1983,10,Million Pounds,263.7,Others,Federally Inspected,Poultry
1983-09-01,1983,9,Million Pounds,271.8,Others,Federally Inspected,Poultry
1983-08-01,1983,8,Million Pounds,224.8,Others,Federally Inspected,Poultry
1983-07-01,1983,7,Million Pounds,231.3,Others,Federally Inspected,Poultry
1983-06-01,1983,6,Million Pounds,183.7,Others,Federally Inspected,Poultry
1983-05-01,1983,5,Million Pounds,166.5,Others,Federally Inspected,Poultry
1983-04-01,1983,4,Million Pounds,182.7,Others,Federally Inspected,Poultry
1983-03-01,1983,3,Million Pounds,135.5,Others,Federally Inspected,Poultry
1983-02-01,1983,2,Million Pounds,144.1,Others,Federally Inspected,Poultry
1983-01-01,1983,1,Million Pounds,192.7,Others,Federally Inspected,Poultry
1982-12-01,1982,12,Million Pounds,289.8,Others,Federally Inspected,Poultry
1982-11-01,1982,11,Million Pounds,276.6,Others,Federally Inspected,Poultry
1982-10-01,1982,10,Million Pounds,267.7,Others,Federally Inspected,Poultry
1982-09-01,1982,9,Million Pounds,265.4,Others,Federally Inspected,Poultry
1982-08-01,1982,8,Million Pounds,228.3,Others,Federally Inspected,Poultry
1982-07-01,1982,7,Million Pounds,216.2,Others,Federally Inspected,Poultry
1982-06-01,1982,6,Million Pounds,164.3,Others,Federally Inspected,Poultry
1982-05-01,1982,5,Million Pounds,147.4,Others,Federally Inspected,Poultry
1982-04-01,1982,4,Million Pounds,154.9,Others,Federally Inspected,Poultry
1982-03-01,1982,3,Million Pounds,123.3,Others,Federally Inspected,Poultry
1982-02-01,1982,2,Million Pounds,132.2,Others,Federally Inspected,Poultry
1982-01-01,1982,1,Million Pounds,204.2,Others,Federally Inspected,Poultry
1981-12-01,1981,12,Million Pounds,278.3,Others,Federally Inspected,Poultry
1981-11-01,1981,11,Million Pounds,290.1,Others,Federally Inspected,Poultry
1981-10-01,1981,10,Million Pounds,273.1,Others,Federally Inspected,Poultry
1981-09-01,1981,9,Million Pounds,261.7,Others,Federally Inspected,Poultry
1981-08-01,1981,8,Million Pounds,250.4,Others,Federally Inspected,Poultry
1981-07-01,1981,7,Million Pounds,225.7,Others,Federally Inspected,Poultry
1981-06-01,1981,6,Million Pounds,178.3,Others,Federally Inspected,Poultry
1981-05-01,1981,5,Million Pounds,149.3,Others,Federally Inspected,Poultry
1981-04-01,1981,4,Million Pounds,136.4,Others,Federally Inspected,Poultry
1981-03-01,1981,3,Million Pounds,119.6,Others,Federally Inspected,Poultry
1981-02-01,1981,2,Million Pounds,142.1,Others,Federally Inspected,Poultry
1981-01-01,1981,1,Million Pounds,190.8,Others,Federally Inspected,Poultry
1980-12-01,1980,12,Million Pounds,246.3,Others,Federally Inspected,Poultry
1980-11-01,1980,11,Million Pounds,276.8,Others,Federally Inspected,Poultry
1980-10-01,1980,10,Million Pounds,244.3,Others,Federally Inspected,Poultry
1980-09-01,1980,9,Million Pounds,227.0,Others,Federally Inspected,Poultry
1980-08-01,1980,8,Million Pounds,240.3,Others,Federally Inspected,Poultry
1980-07-01,1980,7,Million Pounds,206.9,Others,Federally Inspected,Poultry
1980-06-01,1980,6,Million Pounds,178.4,Others,Federally Inspected,Poultry
1980-05-01,1980,5,Million Pounds,143.0,Others,Federally Inspected,Poultry
1980-04-01,1980,4,Million Pounds,127.9,Others,Federally Inspected,Poultry
1980-03-01,1980,3,Million Pounds,109.4,Others,Federally Inspected,Poultry
1980-02-01,1980,2,Million Pounds,141.2,Others,Federally Inspected,Poultry
1980-01-01,1980,1,Million Pounds,165.5,Others,Federally Inspected,Poultry
1979-12-01,1979,12,Million Pounds,261.9,Others,Federally Inspected,Poultry
1979-11-01,1979,11,Million Pounds,297.5,Others,Federally Inspected,Poultry
1979-10-01,1979,10,Million Pounds,233.0,Others,Federally Inspected,Poultry
1979-09-01,1979,9,Million Pounds,267.7,Others,Federally Inspected,Poultry
1979-08-01,1979,8,Million Pounds,219.2,Others,Federally Inspected,Poultry
1979-07-01,1979,7,Million Pounds,195.9,Others,Federally Inspected,Poultry
1979-06-01,1979,6,Million Pounds,157.3,Others,Federally Inspected,Poultry
1979-05-01,1979,5,Million Pounds,112.3,Others,Federally Inspected,Poultry
1979-04-01,1979,4,Million Pounds,95.0,Others,Federally Inspected,Poultry
1979-03-01,1979,3,Million Pounds,77.2,Others,Federally Inspected,Poultry
1979-02-01,1979,2,Million Pounds,99.3,Others,Federally Inspected,Poultry
1979-01-01,1979,1,Million Pounds,156.3,Others,Federally Inspected,Poultry
1978-12-01,1978,12,Million Pounds,248.9,Others,Federally Inspected,Poultry
1978-11-01,1978,11,Million Pounds,271.2,Others,Federally Inspected,Poultry
1978-10-01,1978,10,Million Pounds,230.9,Others,Federally Inspected,Poultry
1978-09-01,1978,9,Million Pounds,248.9,Others,Federally Inspected,Poultry
1978-08-01,1978,8,Million Pounds,199.9,Others,Federally Inspected,Poultry
1978-07-01,1978,7,Million Pounds,189.5,Others,Federally Inspected,Poultry
1978-06-01,1978,6,Million Pounds,129.3,Others,Federally Inspected,Poultry
1978-05-01,1978,5,Million Pounds,80.8,Others,Federally Inspected,Poultry
1978-04-01,1978,4,Million Pounds,86.3,Others,Federally Inspected,Poultry
1978-03-01,1978,3,Million Pounds,59.7,Others,Federally Inspected,Poultry
1978-02-01,1978,2,Million Pounds,81.8,Others,Federally Inspected,Poultry
1978-01-01,1978,1,Million Pounds,148.2,Others,Federally Inspected,Poultry
1977-12-01,1977,12,Million Pounds,246.8,Others,Federally Inspected,Poultry
1977-11-01,1977,11,Million Pounds,250.3,Others,Federally Inspected,Poultry
1977-10-01,1977,10,Million Pounds,238.2,Others,Federally Inspected,Poultry
1977-09-01,1977,9,Million Pounds,244.4,Others,Federally Inspected,Poultry
1977-08-01,1977,8,Million Pounds,189.6,Others,Federally Inspected,Poultry
1977-07-01,1977,7,Million Pounds,176.5,Others,Federally Inspected,Poultry
1977-06-01,1977,6,Million Pounds,110.0,Others,Federally Inspected,Poultry
1977-05-01,1977,5,Million Pounds,78.9,Others,Federally Inspected,Poultry
1977-04-01,1977,4,Million Pounds,80.3,Others,Federally Inspected,Poultry
1977-03-01,1977,3,Million Pounds,58.7,Others,Federally Inspected,Poultry
1977-02-01,1977,2,Million Pounds,70.5,Others,Federally Inspected,Poultry
1977-01-01,1977,1,Million Pounds,146.5,Others,Federally Inspected,Poultry
1976-12-01,1976,12,Million Pounds,261.5,Others,Federally Inspected,Poultry
1976-11-01,1976,11,Million Pounds,256.6,Others,Federally Inspected,Poultry
1976-10-01,1976,10,Million Pounds,252.8,Others,Federally Inspected,Poultry
1976-09-01,1976,9,Million Pounds,243.8,Others,Federally Inspected,Poultry
1976-08-01,1976,8,Million Pounds,213.9,Others,Federally Inspected,Poultry
1976-07-01,1976,7,Million Pounds,182.2,Others,Federally Inspected,Poultry
1976-06-01,1976,6,Million Pounds,106.5,Others,Federally Inspected,Poultry
1976-05-01,1976,5,Million Pounds,79.9,Others,Federally Inspected,Poultry
1976-04-01,1976,4,Million Pounds,68.6,Others,Federally Inspected,Poultry
1976-03-01,1976,3,Million Pounds,61.7,Others,Federally Inspected,Poultry
1976-02-01,1976,2,Million Pounds,76.3,Others,Federally Inspected,Poultry
1976-01-01,1976,1,Million Pounds,157.5,Others,Federally Inspected,Poultry
1975-12-01,1975,12,Million Pounds,220.2,Others,Federally Inspected,Poultry
1975-11-01,1975,11,Million Pounds,257.5,Others,Federally Inspected,Poultry
1975-10-01,1975,10,Million Pounds,229.0,Others,Federally Inspected,Poultry
1975-09-01,1975,9,Million Pounds,203.3,Others,Federally Inspected,Poultry
1975-08-01,1975,8,Million Pounds,193.2,Others,Federally Inspected,Poultry
1975-07-01,1975,7,Million Pounds,138.4,Others,Federally Inspected,Poultry
1975-06-01,1975,6,Million Pounds,81.9,Others,Federally Inspected,Poultry
1975-05-01,1975,5,Million Pounds,68.7,Others,Federally Inspected,Poultry
1975-04-01,1975,4,Million Pounds,54.4,Others,Federally Inspected,Poultry
1975-03-01,1975,3,Million Pounds,47.1,Others,Federally Inspected,Poultry
1975-02-01,1975,2,Million Pounds,64.9,Others,Federally Inspected,Poultry
1975-01-01,1975,1,Million Pounds,119.9,Others,Federally Inspected,Poultry
1974-12-01,1974,12,Million Pounds,215.3,Others,Federally Inspected,Poultry
1974-11-01,1974,11,Million Pounds,261.1,Others,Federally Inspected,Poultry
1974-10-01,1974,10,Million Pounds,220.2,Others,Federally Inspected,Poultry
1974-09-01,1974,9,Million Pounds,237.2,Others,Federally Inspected,Poultry
1974-08-01,1974,8,Million Pounds,213.1,Others,Federally Inspected,Poultry
1974-07-01,1974,7,Million Pounds,159.7,Others,Federally Inspected,Poultry
1974-06-01,1974,6,Million Pounds,113.2,Others,Federally Inspected,Poultry
1974-05-01,1974,5,Million Pounds,80.1,Others,Federally Inspected,Poultry
1974-04-01,1974,4,Million Pounds,58.9,Others,Federally Inspected,Poultry
1974-03-01,1974,3,Million Pounds,59.8,Others,Federally Inspected,Poultry
1974-02-01,1974,2,Million Pounds,97.3,Others,Federally Inspected,Poultry
1974-01-01,1974,1,Million Pounds,174.6,Others,Federally Inspected,Poultry
1973-12-01,1973,12,Million Pounds,269.9,Others,Federally Inspected,Poultry
1973-11-01,1973,11,Million Pounds,272.6,Others,Federally Inspected,Poultry
1973-10-01,1973,10,Million Pounds,212.3,Others,Federally Inspected,Poultry
1973-09-01,1973,9,Million Pounds,234.1,Others,Federally Inspected,Poultry
1973-08-01,1973,8,Million Pounds,185.0,Others,Federally Inspected,Poultry
1973-07-01,1973,7,Million Pounds,142.9,Others,Federally Inspected,Poultry
1973-06-01,1973,6,Million Pounds,84.2,Others,Federally Inspected,Poultry
1973-05-01,1973,5,Million Pounds,55.8,Others,Federally Inspected,Poultry
1973-04-01,1973,4,Million Pounds,45.3,Others,Federally Inspected,Poultry
1973-03-01,1973,3,Million Pounds,41.6,Others,Federally Inspected,Poultry
1973-02-01,1973,2,Million Pounds,69.7,Others,Federally Inspected,Poultry
1973-01-01,1973,1,Million Pounds,152.7,Others,Federally Inspected,Poultry
1972-12-01,1972,12,Million Pounds,261.3,Others,Federally Inspected,Poultry
1972-11-01,1972,11,Million Pounds,282.7,Others,Federally Inspected,Poultry
1972-10-01,1972,10,Million Pounds,241.7,Others,Federally Inspected,Poultry
1972-09-01,1972,9,Million Pounds,254.6,Others,Federally Inspected,Poultry
1972-08-01,1972,8,Million Pounds,186.9,Others,Federally Inspected,Poultry
1972-07-01,1972,7,Million Pounds,149.0,Others,Federally Inspected,Poultry
1972-06-01,1972,6,Million Pounds,74.6,Others,Federally Inspected,Poultry
1972-05-01,1972,5,Million Pounds,44.3,Others,Federally Inspected,Poultry
1972-04-01,1972,4,Million Pounds,45.8,Others,Federally Inspected,Poultry
1972-03-01,1972,3,Million Pounds,45.2,Others,Federally Inspected,Poultry
1972-02-01,1972,2,Million Pounds,57.6,Others,Federally Inspected,Poultry
1972-01-01,1972,1,Million Pounds,146.1,Others,Federally Inspected,Poultry
1971-12-01,1971,12,Million Pounds,242.9,Others,Federally Inspected,Poultry
1971-11-01,1971,11,Million Pounds,256.0,Others,Federally Inspected,Poultry
1971-10-01,1971,10,Million Pounds,235.8,Others,Federally Inspected,Poultry
1971-09-01,1971,9,Million Pounds,221.2,Others,Federally Inspected,Poultry
1971-08-01,1971,8,Million Pounds,177.1,Others,Federally Inspected,Poultry
1971-07-01,1971,7,Million Pounds,127.7,Others,Federally Inspected,Poultry
1971-06-01,1971,6,Million Pounds,63.1,Others,Federally Inspected,Poultry
1971-05-01,1971,5,Million Pounds,47.7,Others,Federally Inspected,Poultry
1971-04-01,1971,4,Million Pounds,42.7,Others,Federally Inspected,Poultry
1971-03-01,1971,3,Million Pounds,31.5,Others,Federally Inspected,Poultry
1971-02-01,1971,2,Million Pounds,49.9,Others,Federally Inspected,Poultry
1971-01-01,1971,1,Million Pounds,149.2,Others,Federally Inspected,Poultry
1970-12-01,1970,12,Million Pounds,244.9,Others,Federally Inspected,Poultry
1970-11-01,1970,11,Million Pounds,276.9,Others,Federally Inspected,Poultry
1970-10-01,1970,10,Million Pounds,244.6,Others,Federally Inspected,Poultry
1970-09-01,1970,9,Million Pounds,212.0,Others,Federally Inspected,Poultry
1970-08-01,1970,8,Million Pounds,172.1,Others,Federally Inspected,Poultry
1970-07-01,1970,7,Million Pounds,109.5,Others,Federally Inspected,Poultry
1970-06-01,1970,6,Million Pounds,44.9,Others,Federally Inspected,Poultry
1970-05-01,1970,5,Million Pounds,27.6,Others,Federally Inspected,Poultry
1970-04-01,1970,4,Million Pounds,22.1,Others,Federally Inspected,Poultry
1970-03-01,1970,3,Million Pounds,22.2,Others,Federally Inspected,Poultry
1970-02-01,1970,2,Million Pounds,40.5,Others,Federally Inspected,Poultry
1970-01-01,1970,1,Million Pounds,147.4,Others,Federally Inspected,Poultry
1969-12-01,1969,12,Million Pounds,229.7,Others,Federally Inspected,Poultry
1969-11-01,1969,11,Million Pounds,266.5,Others,Federally Inspected,Poultry
1969-10-01,1969,10,Million Pounds,225.8,Others,Federally Inspected,Poultry
1969-09-01,1969,9,Million Pounds,185.3,Others,Federally Inspected,Poultry
1969-08-01,1969,8,Million Pounds,145.5,Others,Federally Inspected,Poultry
1969-07-01,1969,7,Million Pounds,85.4,Others,Federally Inspected,Poultry
1969-06-01,1969,6,Million Pounds,39.0,Others,Federally Inspected,Poultry
1969-05-01,1969,5,Million Pounds,21.0,Others,Federally Inspected,Poultry
1969-04-01,1969,4,Million Pounds,23.4,Others,Federally Inspected,Poultry
1969-03-01,1969,3,Million Pounds,21.3,Others,Federally Inspected,Poultry
1969-02-01,1969,2,Million Pounds,42.6,Others,Federally Inspected,Poultry
1969-01-01,1969,1,Million Pounds,162.0,Others,Federally Inspected,Poultry
1968-12-01,1968,12,Million Pounds,245.6,Others,Federally Inspected,Poultry
1968-11-01,1968,11,Million Pounds,277.2,Others,Federally Inspected,Poultry
1968-10-01,1968,10,Million Pounds,221.2,Others,Federally Inspected,Poultry
1968-09-01,1968,9,Million Pounds,194.0,Others,Federally Inspected,Poultry
1968-08-01,1968,8,Million Pounds,122.3,Others,Federally Inspected,Poultry
1968-07-01,1968,7,Million Pounds,69.5,Others,Federally Inspected,Poultry
1968-06-01,1968,6,Million Pounds,39.1,Others,Federally Inspected,Poultry
1968-05-01,1968,5,Million Pounds,25.9,Others,Federally Inspected,Poultry
1968-04-01,1968,4,Million Pounds,21.8,Others,Federally Inspected,Poultry
1968-03-01,1968,3,Million Pounds,25.1,Others,Federally Inspected,Poultry
1968-02-01,1968,2,Million Pounds,51.9,Others,Federally Inspected,Poultry
1968-01-01,1968,1,Million Pounds,177.3,Others,Federally Inspected,Poultry
1967-12-01,1967,12,Million Pounds,278.1,Others,Federally Inspected,Poultry
1967-11-01,1967,11,Million Pounds,286.3,Others,Federally Inspected,Poultry
